"";"workerid";"proliferate.condition";"X0";"X1";"failed_audio";"failed_images";"failed_video";"internal_node_id";"response";"rt";"sequence_id";"same_mirror_normal";"stimulus";"success";"time_elapsed";"timeout";"trial_index";"trial_type";"view_history";"error"
"314";12;"condition1";"";"";"";"";"";"0.0-6.0-1.75";"";"";"1";"";"+";"";145593;"";313;"html-keyboard-response";"";""
"315";12;"condition1";"";"";"";"";"";"0.0-6.0-2.75";"";"";"2";"";"img2/Mjap/11.jpg";"";145798;"";314;"image-keyboard-response";"";""
"316";12;"condition1";"S";"J";"";"";"";"0.0-6.0-3.75";"d";"321";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";146119;"";315;"html-keyboard-response";"";""
"317";12;"condition1";"";"";"";"";"";"0.0-6.0-0.76";"";"";"0";"";"img2/Mfrench/4.jpg";"";146344;"";316;"image-keyboard-response";"";""
"318";12;"condition1";"";"";"";"";"";"0.0-6.0-1.76";"";"";"1";"";"+";"";146654;"";317;"html-keyboard-response";"";""
"319";12;"condition1";"";"";"";"";"";"0.0-6.0-2.76";"";"";"2";"";"img2/Mfrench/12.jpg";"";146871;"";318;"image-keyboard-response";"";""
"320";12;"condition1";"D";"R";"";"";"";"0.0-6.0-3.76";"d";"168";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";147039;"";319;"html-keyboard-response";"";""
"321";12;"condition1";"";"";"";"";"";"0.0-6.0-0.77";"";"";"0";"";"img2/french/5.jpg";"";147246;"";320;"image-keyboard-response";"";""
"322";12;"condition1";"";"";"";"";"";"0.0-6.0-1.77";"";"";"1";"";"+";"";147560;"";321;"html-keyboard-response";"";""
"323";12;"condition1";"";"";"";"";"";"0.0-6.0-2.77";"";"";"2";"";"img2/Mfrench/5.jpg";"";147776;"";322;"image-keyboard-response";"";""
"324";12;"condition1";"S";"R";"";"";"";"0.0-6.0-3.77";"d";"455";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";148231;"";323;"html-keyboard-response";"";""
"325";12;"condition1";"";"";"";"";"";"0.0-6.0-0.78";"";"";"0";"";"img2/Mfaces/8.jpg";"";148445;"";324;"image-keyboard-response";"";""
"326";12;"condition1";"";"";"";"";"";"0.0-6.0-1.78";"";"";"1";"";"+";"";148757;"";325;"html-keyboard-response";"";""
"327";12;"condition1";"";"";"";"";"";"0.0-6.0-2.78";"";"";"2";"";"img2/Mfaces/5.jpg";"";148975;"";326;"image-keyboard-response";"";""
"328";12;"condition1";"D";"H";"";"";"";"0.0-6.0-3.78";"d";"144";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";149120;"";327;"html-keyboard-response";"";""
"329";12;"condition1";"";"";"";"";"";"0.0-6.0-0.79";"";"";"0";"";"img2/faces/12.jpg";"";149335;"";328;"image-keyboard-response";"";""
"330";12;"condition1";"";"";"";"";"";"0.0-6.0-1.79";"";"";"1";"";"+";"";149647;"";329;"html-keyboard-response";"";""
"331";12;"condition1";"";"";"";"";"";"0.0-6.0-2.79";"";"";"2";"";"img2/Mfaces/12.jpg";"";149853;"";330;"image-keyboard-response";"";""
"332";12;"condition1";"S";"H";"";"";"";"0.0-6.0-3.79";"s";"747";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";150600;"";331;"html-keyboard-response";"";""
"333";12;"condition1";"";"";"";"";"";"0.0-6.0-0.80";"";"";"0";"";"img2/tools/3.jpg";"";150806;"";332;"image-keyboard-response";"";""
"334";12;"condition1";"";"";"";"";"";"0.0-6.0-1.80";"";"";"1";"";"+";"";151119;"";333;"html-keyboard-response";"";""
"335";12;"condition1";"";"";"";"";"";"0.0-6.0-2.80";"";"";"2";"";"img2/tools/3.jpg";"";151336;"";334;"image-keyboard-response";"";""
"336";12;"condition1";"S";"O";"";"";"";"0.0-6.0-3.80";"s";"391";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";151728;"";335;"html-keyboard-response";"";""
"337";12;"condition1";"";"";"";"";"";"0.0-6.0-0.81";"";"";"0";"";"img2/Mtools/5.jpg";"";151944;"";336;"image-keyboard-response";"";""
"338";12;"condition1";"";"";"";"";"";"0.0-6.0-1.81";"";"";"1";"";"+";"";152255;"";337;"html-keyboard-response";"";""
"339";12;"condition1";"";"";"";"";"";"0.0-6.0-2.81";"";"";"2";"";"img2/Mtools/6.jpg";"";152474;"";338;"image-keyboard-response";"";""
"340";12;"condition1";"D";"O";"";"";"";"0.0-6.0-3.81";"d";"157";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";152631;"";339;"html-keyboard-response";"";""
"341";12;"condition1";"";"";"";"";"";"0.0-6.0-0.82";"";"";"0";"";"img2/jap/3.jpg";"";152846;"";340;"image-keyboard-response";"";""
"342";12;"condition1";"";"";"";"";"";"0.0-6.0-1.82";"";"";"1";"";"+";"";153157;"";341;"html-keyboard-response";"";""
"343";12;"condition1";"";"";"";"";"";"0.0-6.0-2.82";"";"";"2";"";"img2/jap/4.jpg";"";153373;"";342;"image-keyboard-response";"";""
"344";12;"condition1";"D";"J";"";"";"";"0.0-6.0-3.82";"d";"306";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";153679;"";343;"html-keyboard-response";"";""
"345";12;"condition1";"";"";"";"";"";"0.0-6.0-0.83";"";"";"0";"";"img2/tools/2.jpg";"";153888;"";344;"image-keyboard-response";"";""
"346";12;"condition1";"";"";"";"";"";"0.0-6.0-1.83";"";"";"1";"";"+";"";154202;"";345;"html-keyboard-response";"";""
"347";12;"condition1";"";"";"";"";"";"0.0-6.0-2.83";"";"";"2";"";"img2/Mtools/2.jpg";"";154405;"";346;"image-keyboard-response";"";""
"348";12;"condition1";"S";"O";"";"";"";"0.0-6.0-3.83";"d";"315";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";154720;"";347;"html-keyboard-response";"";""
"349";12;"condition1";"";"";"";"";"";"0.0-6.0-0.84";"";"";"0";"";"img2/tools/14.jpg";"";154933;"";348;"image-keyboard-response";"";""
"350";12;"condition1";"";"";"";"";"";"0.0-6.0-1.84";"";"";"1";"";"+";"";155244;"";349;"html-keyboard-response";"";""
"351";12;"condition1";"";"";"";"";"";"0.0-6.0-2.84";"";"";"2";"";"img2/tools/14.jpg";"";155462;"";350;"image-keyboard-response";"";""
"352";12;"condition1";"S";"O";"";"";"";"0.0-6.0-3.84";"s";"425";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";155887;"";351;"html-keyboard-response";"";""
"353";12;"condition1";"";"";"";"";"";"0.0-6.0-0.85";"";"";"0";"";"img2/false/9.jpg";"";156101;"";352;"image-keyboard-response";"";""
"354";12;"condition1";"";"";"";"";"";"0.0-6.0-1.85";"";"";"1";"";"+";"";156413;"";353;"html-keyboard-response";"";""
"355";12;"condition1";"";"";"";"";"";"0.0-6.0-2.85";"";"";"2";"";"img2/false/9.jpg";"";156630;"";354;"image-keyboard-response";"";""
"356";12;"condition1";"S";"M";"";"";"";"0.0-6.0-3.85";"s";"585";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";157216;"";355;"html-keyboard-response";"";""
"357";12;"condition1";"";"";"";"";"";"0.0-6.0-0.86";"";"";"0";"";"img2/false/12.jpg";"";157422;"";356;"image-keyboard-response";"";""
"358";12;"condition1";"";"";"";"";"";"0.0-6.0-1.86";"";"";"1";"";"+";"";157734;"";357;"html-keyboard-response";"";""
"359";12;"condition1";"";"";"";"";"";"0.0-6.0-2.86";"";"";"2";"";"img2/Mfalse/12.jpg";"";157951;"";358;"image-keyboard-response";"";""
"360";12;"condition1";"S";"M";"";"";"";"0.0-6.0-3.86";"d";"240";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";158191;"";359;"html-keyboard-response";"";""
"361";12;"condition1";"";"";"";"";"";"0.0-6.0-0.87";"";"";"0";"";"img2/french/14.jpg";"";158402;"";360;"image-keyboard-response";"";""
"362";12;"condition1";"";"";"";"";"";"0.0-6.0-1.87";"";"";"1";"";"+";"";158713;"";361;"html-keyboard-response";"";""
"363";12;"condition1";"";"";"";"";"";"0.0-6.0-2.87";"";"";"2";"";"img2/french/12.jpg";"";158918;"";362;"image-keyboard-response";"";""
"364";12;"condition1";"D";"R";"";"";"";"0.0-6.0-3.87";"d";"761";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";159679;"";363;"html-keyboard-response";"";""
"365";12;"condition1";"";"";"";"";"";"0.0-6.0-0.88";"";"";"0";"";"img2/false/4.jpg";"";159903;"";364;"image-keyboard-response";"";""
"366";12;"condition1";"";"";"";"";"";"0.0-6.0-1.88";"";"";"1";"";"+";"";160214;"";365;"html-keyboard-response";"";""
"367";12;"condition1";"";"";"";"";"";"0.0-6.0-2.88";"";"";"2";"";"img2/false/4.jpg";"";160429;"";366;"image-keyboard-response";"";""
"368";12;"condition1";"S";"M";"";"";"";"0.0-6.0-3.88";"s";"339";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";160768;"";367;"html-keyboard-response";"";""
"369";12;"condition1";"";"";"";"";"";"0.0-6.0-0.89";"";"";"0";"";"img2/french/8.jpg";"";160975;"";368;"image-keyboard-response";"";""
"370";12;"condition1";"";"";"";"";"";"0.0-6.0-1.89";"";"";"1";"";"+";"";161286;"";369;"html-keyboard-response";"";""
"371";12;"condition1";"";"";"";"";"";"0.0-6.0-2.89";"";"";"2";"";"img2/french/5.jpg";"";161505;"";370;"image-keyboard-response";"";""
"372";12;"condition1";"D";"R";"";"";"";"0.0-6.0-3.89";"d";"247";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";161752;"";371;"html-keyboard-response";"";""
"373";12;"condition1";"";"";"";"";"";"0.0-6.0-0.90";"";"";"0";"";"img2/Mfaces/14.jpg";"";161970;"";372;"image-keyboard-response";"";""
"374";12;"condition1";"";"";"";"";"";"0.0-6.0-1.90";"";"";"1";"";"+";"";162282;"";373;"html-keyboard-response";"";""
"375";12;"condition1";"";"";"";"";"";"0.0-6.0-2.90";"";"";"2";"";"img2/Mfaces/12.jpg";"";162501;"";374;"image-keyboard-response";"";""
"376";12;"condition1";"D";"H";"";"";"";"0.0-6.0-3.90";"d";"530";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";163032;"";375;"html-keyboard-response";"";""
"377";12;"condition1";"";"";"";"";"";"0.0-6.0-0.91";"";"";"0";"";"img2/french/11.jpg";"";163236;"";376;"image-keyboard-response";"";""
"378";12;"condition1";"";"";"";"";"";"0.0-6.0-1.91";"";"";"1";"";"+";"";163546;"";377;"html-keyboard-response";"";""
"379";12;"condition1";"";"";"";"";"";"0.0-6.0-2.91";"";"";"2";"";"img2/french/3.jpg";"";163751;"";378;"image-keyboard-response";"";""
"380";12;"condition1";"D";"R";"";"";"";"0.0-6.0-3.91";"d";"416";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";164167;"";379;"html-keyboard-response";"";""
"381";12;"condition1";"";"";"";"";"";"0.0-6.0-0.92";"";"";"0";"";"img2/french/8.jpg";"";164374;"";380;"image-keyboard-response";"";""
"382";12;"condition1";"";"";"";"";"";"0.0-6.0-1.92";"";"";"1";"";"+";"";164686;"";381;"html-keyboard-response";"";""
"383";12;"condition1";"";"";"";"";"";"0.0-6.0-2.92";"";"";"2";"";"img2/Mfrench/8.jpg";"";164904;"";382;"image-keyboard-response";"";""
"384";12;"condition1";"S";"R";"";"";"";"0.0-6.0-3.92";"d";"351";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";165255;"";383;"html-keyboard-response";"";""
"385";12;"condition1";"";"";"";"";"";"0.0-6.0-0.93";"";"";"0";"";"img2/Mjap/12.jpg";"";165462;"";384;"image-keyboard-response";"";""
"386";12;"condition1";"";"";"";"";"";"0.0-6.0-1.93";"";"";"1";"";"+";"";165773;"";385;"html-keyboard-response";"";""
"387";12;"condition1";"";"";"";"";"";"0.0-6.0-2.93";"";"";"2";"";"img2/Mjap/9.jpg";"";165989;"";386;"image-keyboard-response";"";""
"388";12;"condition1";"D";"J";"";"";"";"0.0-6.0-3.93";"d";"426";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";166415;"";387;"html-keyboard-response";"";""
"389";12;"condition1";"";"";"";"";"";"0.0-6.0-0.94";"";"";"0";"";"img2/french/2.jpg";"";166641;"";388;"image-keyboard-response";"";""
"390";12;"condition1";"";"";"";"";"";"0.0-6.0-1.94";"";"";"1";"";"+";"";166951;"";389;"html-keyboard-response";"";""
"391";12;"condition1";"";"";"";"";"";"0.0-6.0-2.94";"";"";"2";"";"img2/french/2.jpg";"";167170;"";390;"image-keyboard-response";"";""
"392";12;"condition1";"S";"R";"";"";"";"0.0-6.0-3.94";"s";"405";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";167575;"";391;"html-keyboard-response";"";""
"393";12;"condition1";"";"";"";"";"";"0.0-6.0-0.95";"";"";"0";"";"img2/Mfalse/12.jpg";"";167779;"";392;"image-keyboard-response";"";""
"394";12;"condition1";"";"";"";"";"";"0.0-6.0-1.95";"";"";"1";"";"+";"";168091;"";393;"html-keyboard-response";"";""
"395";12;"condition1";"";"";"";"";"";"0.0-6.0-2.95";"";"";"2";"";"img2/Mfalse/9.jpg";"";168308;"";394;"image-keyboard-response";"";""
"396";12;"condition1";"D";"M";"";"";"";"0.0-6.0-3.95";"d";"307";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";168616;"";395;"html-keyboard-response";"";""
"397";12;"condition1";"";"";"";"";"";"0.0-6.0-0.96";"";"";"0";"";"img2/tools/5.jpg";"";168822;"";396;"image-keyboard-response";"";""
"398";12;"condition1";"";"";"";"";"";"0.0-6.0-1.96";"";"";"1";"";"+";"";169132;"";397;"html-keyboard-response";"";""
"399";12;"condition1";"";"";"";"";"";"0.0-6.0-2.96";"";"";"2";"";"img2/Mtools/5.jpg";"";169353;"";398;"image-keyboard-response";"";""
"400";12;"condition1";"S";"O";"";"";"";"0.0-6.0-3.96";"d";"526";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";169879;"";399;"html-keyboard-response";"";""
"401";12;"condition1";"";"";"";"";"";"0.0-6.0-0.97";"";"";"0";"";"img2/jap/1.jpg";"";170090;"";400;"image-keyboard-response";"";""
"402";12;"condition1";"";"";"";"";"";"0.0-6.0-1.97";"";"";"1";"";"+";"";170401;"";401;"html-keyboard-response";"";""
"403";12;"condition1";"";"";"";"";"";"0.0-6.0-2.97";"";"";"2";"";"img2/jap/1.jpg";"";170618;"";402;"image-keyboard-response";"";""
"404";12;"condition1";"S";"J";"";"";"";"0.0-6.0-3.97";"s";"357";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";170975;"";403;"html-keyboard-response";"";""
"405";12;"condition1";"";"";"";"";"";"0.0-6.0-0.98";"";"";"0";"";"img2/false/1.jpg";"";171179;"";404;"image-keyboard-response";"";""
"406";12;"condition1";"";"";"";"";"";"0.0-6.0-1.98";"";"";"1";"";"+";"";171491;"";405;"html-keyboard-response";"";""
"407";12;"condition1";"";"";"";"";"";"0.0-6.0-2.98";"";"";"2";"";"img2/false/4.jpg";"";171708;"";406;"image-keyboard-response";"";""
"408";12;"condition1";"D";"M";"";"";"";"0.0-6.0-3.98";"d";"179";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";171888;"";407;"html-keyboard-response";"";""
"409";12;"condition1";"";"";"";"";"";"0.0-6.0-0.99";"";"";"0";"";"img2/jap/3.jpg";"";172098;"";408;"image-keyboard-response";"";""
"410";12;"condition1";"";"";"";"";"";"0.0-6.0-1.99";"";"";"1";"";"+";"";172408;"";409;"html-keyboard-response";"";""
"411";12;"condition1";"";"";"";"";"";"0.0-6.0-2.99";"";"";"2";"";"img2/Mjap/3.jpg";"";172626;"";410;"image-keyboard-response";"";""
"412";12;"condition1";"S";"J";"";"";"";"0.0-6.0-3.99";"d";"525";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";173151;"";411;"html-keyboard-response";"";""
"413";12;"condition1";"";"";"";"";"";"0.0-6.0-0.100";"";"";"0";"";"img2/Mfrench/6.jpg";"";173359;"";412;"image-keyboard-response";"";""
"414";12;"condition1";"";"";"";"";"";"0.0-6.0-1.100";"";"";"1";"";"+";"";173670;"";413;"html-keyboard-response";"";""
"415";12;"condition1";"";"";"";"";"";"0.0-6.0-2.100";"";"";"2";"";"img2/Mfrench/5.jpg";"";173887;"";414;"image-keyboard-response";"";""
"416";12;"condition1";"D";"R";"";"";"";"0.0-6.0-3.100";"d";"280";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";174167;"";415;"html-keyboard-response";"";""
"417";12;"condition1";"";"";"";"";"";"0.0-6.0-0.101";"";"";"0";"";"img2/faces/11.jpg";"";174382;"";416;"image-keyboard-response";"";""
"418";12;"condition1";"";"";"";"";"";"0.0-6.0-1.101";"";"";"1";"";"+";"";174693;"";417;"html-keyboard-response";"";""
"419";12;"condition1";"";"";"";"";"";"0.0-6.0-2.101";"";"";"2";"";"img2/faces/3.jpg";"";174913;"";418;"image-keyboard-response";"";""
"420";12;"condition1";"D";"H";"";"";"";"0.0-6.0-3.101";"d";"326";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";175240;"";419;"html-keyboard-response";"";""
"421";12;"condition1";"";"";"";"";"";"0.0-6.0-0.102";"";"";"0";"";"img2/false/2.jpg";"";175457;"";420;"image-keyboard-response";"";""
"422";12;"condition1";"";"";"";"";"";"0.0-6.0-1.102";"";"";"1";"";"+";"";175768;"";421;"html-keyboard-response";"";""
"423";12;"condition1";"";"";"";"";"";"0.0-6.0-2.102";"";"";"2";"";"img2/Mfalse/2.jpg";"";175985;"";422;"image-keyboard-response";"";""
"424";12;"condition1";"S";"M";"";"";"";"0.0-6.0-3.102";"d";"358";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";176343;"";423;"html-keyboard-response";"";""
"425";12;"condition1";"";"";"";"";"";"0.0-6.0-0.103";"";"";"0";"";"img2/false/10.jpg";"";176562;"";424;"image-keyboard-response";"";""
"426";12;"condition1";"";"";"";"";"";"0.0-6.0-1.103";"";"";"1";"";"+";"";176872;"";425;"html-keyboard-response";"";""
"427";12;"condition1";"";"";"";"";"";"0.0-6.0-2.103";"";"";"2";"";"img2/false/10.jpg";"";177076;"";426;"image-keyboard-response";"";""
"428";12;"condition1";"S";"M";"";"";"";"0.0-6.0-3.103";"s";"347";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";177424;"";427;"html-keyboard-response";"";""
"429";12;"condition1";"";"";"";"";"";"0.0-6.0-0.104";"";"";"0";"";"img2/faces/11.jpg";"";177635;"";428;"image-keyboard-response";"";""
"430";12;"condition1";"";"";"";"";"";"0.0-6.0-1.104";"";"";"1";"";"+";"";177945;"";429;"html-keyboard-response";"";""
"431";12;"condition1";"";"";"";"";"";"0.0-6.0-2.104";"";"";"2";"";"img2/faces/11.jpg";"";178148;"";430;"image-keyboard-response";"";""
"432";12;"condition1";"S";"H";"";"";"";"0.0-6.0-3.104";"d";"99";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";178247;"";431;"html-keyboard-response";"";""
"433";12;"condition1";"";"";"";"";"";"0.0-6.0-0.105";"";"";"0";"";"img2/tools/7.jpg";"";178460;"";432;"image-keyboard-response";"";""
"434";12;"condition1";"";"";"";"";"";"0.0-6.0-1.105";"";"";"1";"";"+";"";178772;"";433;"html-keyboard-response";"";""
"435";12;"condition1";"";"";"";"";"";"0.0-6.0-2.105";"";"";"2";"";"img2/Mtools/7.jpg";"";178991;"";434;"image-keyboard-response";"";""
"436";12;"condition1";"S";"O";"";"";"";"0.0-6.0-3.105";"d";"640";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";179632;"";435;"html-keyboard-response";"";""
"437";12;"condition1";"";"";"";"";"";"0.0-6.0-0.106";"";"";"0";"";"img2/false/2.jpg";"";179845;"";436;"image-keyboard-response";"";""
"438";12;"condition1";"";"";"";"";"";"0.0-6.0-1.106";"";"";"1";"";"+";"";180157;"";437;"html-keyboard-response";"";""
"439";12;"condition1";"";"";"";"";"";"0.0-6.0-2.106";"";"";"2";"";"img2/false/2.jpg";"";180375;"";438;"image-keyboard-response";"";""
"440";12;"condition1";"S";"M";"";"";"";"0.0-6.0-3.106";"s";"416";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";180791;"";439;"html-keyboard-response";"";""
"441";12;"condition1";"";"";"";"";"";"0.0-6.0-0.107";"";"";"0";"";"img2/french/7.jpg";"";180999;"";440;"image-keyboard-response";"";""
"442";12;"condition1";"";"";"";"";"";"0.0-6.0-1.107";"";"";"1";"";"+";"";181310;"";441;"html-keyboard-response";"";""
"443";12;"condition1";"";"";"";"";"";"0.0-6.0-2.107";"";"";"2";"";"img2/Mfrench/7.jpg";"";181526;"";442;"image-keyboard-response";"";""
"444";12;"condition1";"S";"R";"";"";"";"0.0-6.0-3.107";"d";"169";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";181695;"";443;"html-keyboard-response";"";""
"445";12;"condition1";"";"";"";"";"";"0.0-6.0-0.108";"";"";"0";"";"img2/jap/5.jpg";"";181901;"";444;"image-keyboard-response";"";""
"446";12;"condition1";"";"";"";"";"";"0.0-6.0-1.108";"";"";"1";"";"+";"";182212;"";445;"html-keyboard-response";"";""
"447";12;"condition1";"";"";"";"";"";"0.0-6.0-2.108";"";"";"2";"";"img2/Mjap/5.jpg";"";182431;"";446;"image-keyboard-response";"";""
"448";12;"condition1";"S";"J";"";"";"";"0.0-6.0-3.108";"d";"561";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";182992;"";447;"html-keyboard-response";"";""
"449";12;"condition1";"";"";"";"";"";"0.0-6.0-0.109";"";"";"0";"";"img2/jap/9.jpg";"";183207;"";448;"image-keyboard-response";"";""
"450";12;"condition1";"";"";"";"";"";"0.0-6.0-1.109";"";"";"1";"";"+";"";183518;"";449;"html-keyboard-response";"";""
"451";12;"condition1";"";"";"";"";"";"0.0-6.0-2.109";"";"";"2";"";"img2/Mjap/9.jpg";"";183721;"";450;"image-keyboard-response";"";""
"452";12;"condition1";"S";"J";"";"";"";"0.0-6.0-3.109";"d";"382";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";184104;"";451;"html-keyboard-response";"";""
"453";12;"condition1";"";"";"";"";"";"0.0-6.0-0.110";"";"";"0";"";"img2/Mjap/8.jpg";"";184314;"";452;"image-keyboard-response";"";""
"454";12;"condition1";"";"";"";"";"";"0.0-6.0-1.110";"";"";"1";"";"+";"";184623;"";453;"html-keyboard-response";"";""
"455";12;"condition1";"";"";"";"";"";"0.0-6.0-2.110";"";"";"2";"";"img2/Mjap/5.jpg";"";184839;"";454;"image-keyboard-response";"";""
"456";12;"condition1";"D";"J";"";"";"";"0.0-6.0-3.110";"d";"303";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";185143;"";455;"html-keyboard-response";"";""
"457";12;"condition1";"";"";"";"";"";"0.0-6.0-0.111";"";"";"0";"";"img2/tools/8.jpg";"";185354;"";456;"image-keyboard-response";"";""
"458";12;"condition1";"";"";"";"";"";"0.0-6.0-1.111";"";"";"1";"";"+";"";185664;"";457;"html-keyboard-response";"";""
"459";12;"condition1";"";"";"";"";"";"0.0-6.0-2.111";"";"";"2";"";"img2/Mtools/8.jpg";"";185868;"";458;"image-keyboard-response";"";""
"460";12;"condition1";"S";"O";"";"";"";"0.0-6.0-3.111";"d";"187";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";186055;"";459;"html-keyboard-response";"";""
"461";12;"condition1";"";"";"";"";"";"0.0-6.0-0.112";"";"";"0";"";"img2/faces/6.jpg";"";186260;"";460;"image-keyboard-response";"";""
"462";12;"condition1";"";"";"";"";"";"0.0-6.0-1.112";"";"";"1";"";"+";"";186570;"";461;"html-keyboard-response";"";""
"463";12;"condition1";"";"";"";"";"";"0.0-6.0-2.112";"";"";"2";"";"img2/Mfaces/6.jpg";"";186774;"";462;"image-keyboard-response";"";""
"464";12;"condition1";"S";"H";"";"";"";"0.0-6.0-3.112";"d";"401";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";187175;"";463;"html-keyboard-response";"";""
"465";12;"condition1";"";"";"";"";"";"0.0-6.0-0.113";"";"";"0";"";"img2/french/14.jpg";"";187394;"";464;"image-keyboard-response";"";""
"466";12;"condition1";"";"";"";"";"";"0.0-6.0-1.113";"";"";"1";"";"+";"";187705;"";465;"html-keyboard-response";"";""
"467";12;"condition1";"";"";"";"";"";"0.0-6.0-2.113";"";"";"2";"";"img2/Mfrench/14.jpg";"";187909;"";466;"image-keyboard-response";"";""
"468";12;"condition1";"S";"R";"";"";"";"0.0-6.0-3.113";"d";"434";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";188343;"";467;"html-keyboard-response";"";""
"469";12;"condition1";"";"";"";"";"";"0.0-6.0-0.114";"";"";"0";"";"img2/tools/10.jpg";"";188561;"";468;"image-keyboard-response";"";""
"470";12;"condition1";"";"";"";"";"";"0.0-6.0-1.114";"";"";"1";"";"+";"";188870;"";469;"html-keyboard-response";"";""
"471";12;"condition1";"";"";"";"";"";"0.0-6.0-2.114";"";"";"2";"";"img2/tools/10.jpg";"";189091;"";470;"image-keyboard-response";"";""
"472";12;"condition1";"S";"O";"";"";"";"0.0-6.0-3.114";"d";"500";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";189591;"";471;"html-keyboard-response";"";""
"473";12;"condition1";"";"";"";"";"";"0.0-6.0-0.115";"";"";"0";"";"img2/faces/12.jpg";"";189808;"";472;"image-keyboard-response";"";""
"474";12;"condition1";"";"";"";"";"";"0.0-6.0-1.115";"";"";"1";"";"+";"";190119;"";473;"html-keyboard-response";"";""
"475";12;"condition1";"";"";"";"";"";"0.0-6.0-2.115";"";"";"2";"";"img2/faces/9.jpg";"";190337;"";474;"image-keyboard-response";"";""
"476";12;"condition1";"D";"H";"";"";"";"0.0-6.0-3.115";"d";"270";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";190607;"";475;"html-keyboard-response";"";""
"477";12;"condition1";"";"";"";"";"";"0.0-6.0-0.116";"";"";"0";"";"img2/Mfrench/10.jpg";"";190818;"";476;"image-keyboard-response";"";""
"478";12;"condition1";"";"";"";"";"";"0.0-6.0-1.116";"";"";"1";"";"+";"";191132;"";477;"html-keyboard-response";"";""
"479";12;"condition1";"";"";"";"";"";"0.0-6.0-2.116";"";"";"2";"";"img2/Mfrench/14.jpg";"";191350;"";478;"image-keyboard-response";"";""
"480";12;"condition1";"D";"R";"";"";"";"0.0-6.0-3.116";"d";"329";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";191680;"";479;"html-keyboard-response";"";""
"481";12;"condition1";"";"";"";"";"";"0.0-6.0-0.117";"";"";"0";"";"img2/french/11.jpg";"";191895;"";480;"image-keyboard-response";"";""
"482";12;"condition1";"";"";"";"";"";"0.0-6.0-1.117";"";"";"1";"";"+";"";192207;"";481;"html-keyboard-response";"";""
"483";12;"condition1";"";"";"";"";"";"0.0-6.0-2.117";"";"";"2";"";"img2/Mfrench/11.jpg";"";192426;"";482;"image-keyboard-response";"";""
"484";12;"condition1";"S";"R";"";"";"";"0.0-6.0-3.117";"d";"878";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";193304;"";483;"html-keyboard-response";"";""
"485";12;"condition1";"";"";"";"";"";"0.0-6.0-0.118";"";"";"0";"";"img2/tools/6.jpg";"";193512;"";484;"image-keyboard-response";"";""
"486";12;"condition1";"";"";"";"";"";"0.0-6.0-1.118";"";"";"1";"";"+";"";193824;"";485;"html-keyboard-response";"";""
"487";12;"condition1";"";"";"";"";"";"0.0-6.0-2.118";"";"";"2";"";"img2/tools/6.jpg";"";194043;"";486;"image-keyboard-response";"";""
