"";"workerid";"proliferate.condition";"X0";"X1";"failed_audio";"failed_images";"failed_video";"internal_node_id";"response";"rt";"sequence_id";"same_mirror_normal";"stimulus";"success";"time_elapsed";"timeout";"trial_index";"trial_type";"view_history";"error"
"1785";13;"condition1";"D";"M";"";"";"";"0.0-6.0-3.159";"d";"459";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";385916;"";651;"html-keyboard-response";"";""
"1786";13;"condition1";"";"";"";"";"";"0.0-6.0-0.160";"";"";"0";"";"img2/jap/8.jpg";"";386125;"";652;"image-keyboard-response";"";""
"1787";13;"condition1";"";"";"";"";"";"0.0-6.0-1.160";"";"";"1";"";"+";"";386441;"";653;"html-keyboard-response";"";""
"1788";13;"condition1";"";"";"";"";"";"0.0-6.0-2.160";"";"";"2";"";"img2/jap/2.jpg";"";386656;"";654;"image-keyboard-response";"";""
"1789";13;"condition1";"D";"J";"";"";"";"0.0-6.0-3.160";"d";"388";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";387045;"";655;"html-keyboard-response";"";""
"1790";13;"condition1";"";"";"";"";"";"0.0-6.0-0.161";"";"";"0";"";"img2/tools/11.jpg";"";387267;"";656;"image-keyboard-response";"";""
"1791";13;"condition1";"";"";"";"";"";"0.0-6.0-1.161";"";"";"1";"";"+";"";387585;"";657;"html-keyboard-response";"";""
"1792";13;"condition1";"";"";"";"";"";"0.0-6.0-2.161";"";"";"2";"";"img2/Mtools/11.jpg";"";387804;"";658;"image-keyboard-response";"";""
"1793";13;"condition1";"S";"O";"";"";"";"0.0-6.0-3.161";"s";"271";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";388077;"";659;"html-keyboard-response";"";""
"1794";13;"condition1";"";"";"";"";"";"0.0-6.0-0.162";"";"";"0";"";"img2/Mjap/10.jpg";"";388291;"";660;"image-keyboard-response";"";""
"1795";13;"condition1";"";"";"";"";"";"0.0-6.0-1.162";"";"";"1";"";"+";"";388601;"";661;"html-keyboard-response";"";""
"1796";13;"condition1";"";"";"";"";"";"0.0-6.0-2.162";"";"";"2";"";"img2/Mjap/4.jpg";"";388819;"";662;"image-keyboard-response";"";""
"1797";13;"condition1";"D";"J";"";"";"";"0.0-6.0-3.162";"d";"665";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";389484;"";663;"html-keyboard-response";"";""
"1798";13;"condition1";"";"";"";"";"";"0.0-6.0-0.163";"";"";"0";"";"img2/false/7.jpg";"";389695;"";664;"image-keyboard-response";"";""
"1799";13;"condition1";"";"";"";"";"";"0.0-6.0-1.163";"";"";"1";"";"+";"";390005;"";665;"html-keyboard-response";"";""
"1800";13;"condition1";"";"";"";"";"";"0.0-6.0-2.163";"";"";"2";"";"img2/false/7.jpg";"";390226;"";666;"image-keyboard-response";"";""
"1801";13;"condition1";"S";"M";"";"";"";"0.0-6.0-3.163";"s";"465";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";390692;"";667;"html-keyboard-response";"";""
"1802";13;"condition1";"";"";"";"";"";"0.0-6.0-0.164";"";"";"0";"";"img2/tools/6.jpg";"";390903;"";668;"image-keyboard-response";"";""
"1803";13;"condition1";"";"";"";"";"";"0.0-6.0-1.164";"";"";"1";"";"+";"";391212;"";669;"html-keyboard-response";"";""
"1804";13;"condition1";"";"";"";"";"";"0.0-6.0-2.164";"";"";"2";"";"img2/Mtools/6.jpg";"";391430;"";670;"image-keyboard-response";"";""
"1805";13;"condition1";"S";"O";"";"";"";"0.0-6.0-3.164";"s";"590";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";392020;"";671;"html-keyboard-response";"";""
"1806";13;"condition1";"";"";"";"";"";"0.0-6.0-0.165";"";"";"0";"";"img2/false/4.jpg";"";392226;"";672;"image-keyboard-response";"";""
"1807";13;"condition1";"";"";"";"";"";"0.0-6.0-1.165";"";"";"1";"";"+";"";392538;"";673;"html-keyboard-response";"";""
"1808";13;"condition1";"";"";"";"";"";"0.0-6.0-2.165";"";"";"2";"";"img2/false/4.jpg";"";392756;"";674;"image-keyboard-response";"";""
"1809";13;"condition1";"S";"M";"";"";"";"0.0-6.0-3.165";"s";"712";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";393469;"";675;"html-keyboard-response";"";""
"1810";13;"condition1";"";"";"";"";"";"0.0-6.0-0.166";"";"";"0";"";"img2/false/12.jpg";"";393678;"";676;"image-keyboard-response";"";""
"1811";13;"condition1";"";"";"";"";"";"0.0-6.0-1.166";"";"";"1";"";"+";"";393987;"";677;"html-keyboard-response";"";""
"1812";13;"condition1";"";"";"";"";"";"0.0-6.0-2.166";"";"";"2";"";"img2/false/13.jpg";"";394191;"";678;"image-keyboard-response";"";""
"1813";13;"condition1";"D";"M";"";"";"";"0.0-6.0-3.166";"d";"589";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";394780;"";679;"html-keyboard-response";"";""
"1814";13;"condition1";"";"";"";"";"";"0.0-6.0-0.167";"";"";"0";"";"img2/faces/7.jpg";"";394992;"";680;"image-keyboard-response";"";""
"1815";13;"condition1";"";"";"";"";"";"0.0-6.0-1.167";"";"";"1";"";"+";"";395303;"";681;"html-keyboard-response";"";""
"1816";13;"condition1";"";"";"";"";"";"0.0-6.0-2.167";"";"";"2";"";"img2/faces/4.jpg";"";395523;"";682;"image-keyboard-response";"";""
"1817";13;"condition1";"D";"H";"";"";"";"0.0-6.0-3.167";"d";"465";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";395989;"";683;"html-keyboard-response";"";""
"1818";13;"condition1";"";"";"";"";"";"0.0-6.0-0.168";"";"";"0";"";"img2/Mjap/3.jpg";"";396210;"";684;"image-keyboard-response";"";""
"1819";13;"condition1";"";"";"";"";"";"0.0-6.0-1.168";"";"";"1";"";"+";"";396524;"";685;"html-keyboard-response";"";""
"1820";13;"condition1";"";"";"";"";"";"0.0-6.0-2.168";"";"";"2";"";"img2/Mjap/9.jpg";"";396728;"";686;"image-keyboard-response";"";""
"1821";13;"condition1";"D";"J";"";"";"";"0.0-6.0-3.168";"s";"1004";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";397732;"";687;"html-keyboard-response";"";""
"1822";13;"condition1";"";"";"";"";"";"0.0-6.0-0.169";"";"";"0";"";"img2/jap/4.jpg";"";397942;"";688;"image-keyboard-response";"";""
"1823";13;"condition1";"";"";"";"";"";"0.0-6.0-1.169";"";"";"1";"";"+";"";398258;"";689;"html-keyboard-response";"";""
"1824";13;"condition1";"";"";"";"";"";"0.0-6.0-2.169";"";"";"2";"";"img2/Mjap/4.jpg";"";398477;"";690;"image-keyboard-response";"";""
"1825";13;"condition1";"S";"J";"";"";"";"0.0-6.0-3.169";"s";"830";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";399308;"";691;"html-keyboard-response";"";""
"1826";13;"condition1";"";"";"";"";"";"0.0-6.0-0.170";"";"";"0";"";"img2/tools/5.jpg";"";399523;"";692;"image-keyboard-response";"";""
"1827";13;"condition1";"";"";"";"";"";"0.0-6.0-1.170";"";"";"1";"";"+";"";399836;"";693;"html-keyboard-response";"";""
"1828";13;"condition1";"";"";"";"";"";"0.0-6.0-2.170";"";"";"2";"";"img2/tools/5.jpg";"";400051;"";694;"image-keyboard-response";"";""
"1829";13;"condition1";"S";"O";"";"";"";"0.0-6.0-3.170";"d";"410";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";400462;"";695;"html-keyboard-response";"";""
"1830";13;"condition1";"";"";"";"";"";"0.0-6.0-0.171";"";"";"0";"";"img2/tools/6.jpg";"";400678;"";696;"image-keyboard-response";"";""
"1831";13;"condition1";"";"";"";"";"";"0.0-6.0-1.171";"";"";"1";"";"+";"";400990;"";697;"html-keyboard-response";"";""
"1832";13;"condition1";"";"";"";"";"";"0.0-6.0-2.171";"";"";"2";"";"img2/tools/6.jpg";"";401212;"";698;"image-keyboard-response";"";""
"1833";13;"condition1";"S";"O";"";"";"";"0.0-6.0-3.171";"s";"1040";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";402252;"";699;"html-keyboard-response";"";""
"1834";13;"condition1";"";"";"";"";"";"0.0-6.0-0.172";"";"";"0";"";"img2/french/13.jpg";"";402476;"";700;"image-keyboard-response";"";""
"1835";13;"condition1";"";"";"";"";"";"0.0-6.0-1.172";"";"";"1";"";"+";"";402788;"";701;"html-keyboard-response";"";""
"1836";13;"condition1";"";"";"";"";"";"0.0-6.0-2.172";"";"";"2";"";"img2/french/7.jpg";"";403006;"";702;"image-keyboard-response";"";""
"1837";13;"condition1";"D";"R";"";"";"";"0.0-6.0-3.172";"d";"429";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";403436;"";703;"html-keyboard-response";"";""
"1838";13;"condition1";"";"";"";"";"";"0.0-6.0-0.173";"";"";"0";"";"img2/Mfaces/13.jpg";"";403649;"";704;"image-keyboard-response";"";""
"1839";13;"condition1";"";"";"";"";"";"0.0-6.0-1.173";"";"";"1";"";"+";"";403962;"";705;"html-keyboard-response";"";""
"1840";13;"condition1";"";"";"";"";"";"0.0-6.0-2.173";"";"";"2";"";"img2/Mfaces/7.jpg";"";404167;"";706;"image-keyboard-response";"";""
"1841";13;"condition1";"D";"H";"";"";"";"0.0-6.0-3.173";"s";"1702";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";405869;"";707;"html-keyboard-response";"";""
"1842";13;"condition1";"";"";"";"";"";"0.0-6.0-0.174";"";"";"0";"";"img2/jap/14.jpg";"";406084;"";708;"image-keyboard-response";"";""
"1843";13;"condition1";"";"";"";"";"";"0.0-6.0-1.174";"";"";"1";"";"+";"";406395;"";709;"html-keyboard-response";"";""
"1844";13;"condition1";"";"";"";"";"";"0.0-6.0-2.174";"";"";"2";"";"img2/Mjap/14.jpg";"";406614;"";710;"image-keyboard-response";"";""
"1845";13;"condition1";"S";"J";"";"";"";"0.0-6.0-3.174";"d";"725";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";407340;"";711;"html-keyboard-response";"";""
"1846";13;"condition1";"";"";"";"";"";"0.0-6.0-0.175";"";"";"0";"";"img2/jap/12.jpg";"";407552;"";712;"image-keyboard-response";"";""
"1847";13;"condition1";"";"";"";"";"";"0.0-6.0-1.175";"";"";"1";"";"+";"";407863;"";713;"html-keyboard-response";"";""
"1848";13;"condition1";"";"";"";"";"";"0.0-6.0-2.175";"";"";"2";"";"img2/Mjap/12.jpg";"";408080;"";714;"image-keyboard-response";"";""
"1849";13;"condition1";"S";"J";"";"";"";"0.0-6.0-3.175";"s";"756";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";408836;"";715;"html-keyboard-response";"";""
"1850";13;"condition1";"";"";"";"";"";"0.0-6.0-0.176";"";"";"0";"";"img2/Mjap/6.jpg";"";409046;"";716;"image-keyboard-response";"";""
"1851";13;"condition1";"";"";"";"";"";"0.0-6.0-1.176";"";"";"1";"";"+";"";409356;"";717;"html-keyboard-response";"";""
"1852";13;"condition1";"";"";"";"";"";"0.0-6.0-2.176";"";"";"2";"";"img2/Mjap/8.jpg";"";409579;"";718;"image-keyboard-response";"";""
"1853";13;"condition1";"D";"J";"";"";"";"0.0-6.0-3.176";"s";"657";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";410236;"";719;"html-keyboard-response";"";""
"1854";13;"condition1";"";"";"";"";"";"0.0-6.0-0.177";"";"";"0";"";"img2/Mfrench/8.jpg";"";410455;"";720;"image-keyboard-response";"";""
"1855";13;"condition1";"";"";"";"";"";"0.0-6.0-1.177";"";"";"1";"";"+";"";410769;"";721;"html-keyboard-response";"";""
"1856";13;"condition1";"";"";"";"";"";"0.0-6.0-2.177";"";"";"2";"";"img2/Mfrench/2.jpg";"";410972;"";722;"image-keyboard-response";"";""
"1857";13;"condition1";"D";"R";"";"";"";"0.0-6.0-3.177";"s";"639";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";411612;"";723;"html-keyboard-response";"";""
"1858";13;"condition1";"";"";"";"";"";"0.0-6.0-0.178";"";"";"0";"";"img2/Mfalse/11.jpg";"";411831;"";724;"image-keyboard-response";"";""
"1859";13;"condition1";"";"";"";"";"";"0.0-6.0-1.178";"";"";"1";"";"+";"";412143;"";725;"html-keyboard-response";"";""
"1860";13;"condition1";"";"";"";"";"";"0.0-6.0-2.178";"";"";"2";"";"img2/Mfalse/8.jpg";"";412363;"";726;"image-keyboard-response";"";""
"1861";13;"condition1";"D";"M";"";"";"";"0.0-6.0-3.178";"d";"753";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";413116;"";727;"html-keyboard-response";"";""
"1862";13;"condition1";"";"";"";"";"";"0.0-6.0-0.179";"";"";"0";"";"img2/tools/14.jpg";"";413329;"";728;"image-keyboard-response";"";""
"1863";13;"condition1";"";"";"";"";"";"0.0-6.0-1.179";"";"";"1";"";"+";"";413640;"";729;"html-keyboard-response";"";""
"1864";13;"condition1";"";"";"";"";"";"0.0-6.0-2.179";"";"";"2";"";"img2/Mtools/14.jpg";"";413857;"";730;"image-keyboard-response";"";""
"1865";13;"condition1";"S";"O";"";"";"";"0.0-6.0-3.179";"s";"514";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";414371;"";731;"html-keyboard-response";"";""
"1866";13;"condition1";"";"";"";"";"";"0.0-6.0-0.180";"";"";"0";"";"img2/jap/2.jpg";"";414591;"";732;"image-keyboard-response";"";""
"1867";13;"condition1";"";"";"";"";"";"0.0-6.0-1.180";"";"";"1";"";"+";"";414899;"";733;"html-keyboard-response";"";""
"1868";13;"condition1";"";"";"";"";"";"0.0-6.0-2.180";"";"";"2";"";"img2/jap/12.jpg";"";415103;"";734;"image-keyboard-response";"";""
"1869";13;"condition1";"D";"J";"";"";"";"0.0-6.0-3.180";"d";"444";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";415548;"";735;"html-keyboard-response";"";""
"1870";13;"condition1";"";"";"";"";"";"0.0-6.0-0.181";"";"";"0";"";"img2/faces/2.jpg";"";415772;"";736;"image-keyboard-response";"";""
"1871";13;"condition1";"";"";"";"";"";"0.0-6.0-1.181";"";"";"1";"";"+";"";416086;"";737;"html-keyboard-response";"";""
"1872";13;"condition1";"";"";"";"";"";"0.0-6.0-2.181";"";"";"2";"";"img2/faces/12.jpg";"";416304;"";738;"image-keyboard-response";"";""
"1873";13;"condition1";"D";"H";"";"";"";"0.0-6.0-3.181";"d";"659";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";416963;"";739;"html-keyboard-response";"";""
"1874";13;"condition1";"";"";"";"";"";"0.0-6.0-0.182";"";"";"0";"";"img2/Mjap/4.jpg";"";417179;"";740;"image-keyboard-response";"";""
"1875";13;"condition1";"";"";"";"";"";"0.0-6.0-1.182";"";"";"1";"";"+";"";417490;"";741;"html-keyboard-response";"";""
"1876";13;"condition1";"";"";"";"";"";"0.0-6.0-2.182";"";"";"2";"";"img2/Mjap/5.jpg";"";417706;"";742;"image-keyboard-response";"";""
"1877";13;"condition1";"D";"J";"";"";"";"0.0-6.0-3.182";"s";"673";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";418380;"";743;"html-keyboard-response";"";""
"1878";13;"condition1";"";"";"";"";"";"0.0-6.0-0.183";"";"";"0";"";"img2/jap/11.jpg";"";418597;"";744;"image-keyboard-response";"";""
"1879";13;"condition1";"";"";"";"";"";"0.0-6.0-1.183";"";"";"1";"";"+";"";418908;"";745;"html-keyboard-response";"";""
"1880";13;"condition1";"";"";"";"";"";"0.0-6.0-2.183";"";"";"2";"";"img2/jap/8.jpg";"";419127;"";746;"image-keyboard-response";"";""
"1881";13;"condition1";"D";"J";"";"";"";"0.0-6.0-3.183";"s";"805";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";419932;"";747;"html-keyboard-response";"";""
"1882";13;"condition1";"";"";"";"";"";"0.0-6.0-0.184";"";"";"0";"";"img2/jap/2.jpg";"";420155;"";748;"image-keyboard-response";"";""
"1883";13;"condition1";"";"";"";"";"";"0.0-6.0-1.184";"";"";"1";"";"+";"";420469;"";749;"html-keyboard-response";"";""
"1884";13;"condition1";"";"";"";"";"";"0.0-6.0-2.184";"";"";"2";"";"img2/jap/2.jpg";"";420687;"";750;"image-keyboard-response";"";""
"1885";13;"condition1";"S";"J";"";"";"";"0.0-6.0-3.184";"s";"844";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";421532;"";751;"html-keyboard-response";"";""
"1886";13;"condition1";"";"";"";"";"";"0.0-6.0-0.185";"";"";"0";"";"img2/false/14.jpg";"";421754;"";752;"image-keyboard-response";"";""
"1887";13;"condition1";"";"";"";"";"";"0.0-6.0-1.185";"";"";"1";"";"+";"";422068;"";753;"html-keyboard-response";"";""
"1888";13;"condition1";"";"";"";"";"";"0.0-6.0-2.185";"";"";"2";"";"img2/false/13.jpg";"";422272;"";754;"image-keyboard-response";"";""
"1889";13;"condition1";"D";"M";"";"";"";"0.0-6.0-3.185";"d";"667";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";422940;"";755;"html-keyboard-response";"";""
"1890";13;"condition1";"";"";"";"";"";"0.0-6.0-0.186";"";"";"0";"";"img2/jap/13.jpg";"";423151;"";756;"image-keyboard-response";"";""
"1891";13;"condition1";"";"";"";"";"";"0.0-6.0-1.186";"";"";"1";"";"+";"";423465;"";757;"html-keyboard-response";"";""
"1892";13;"condition1";"";"";"";"";"";"0.0-6.0-2.186";"";"";"2";"";"img2/Mjap/13.jpg";"";423682;"";758;"image-keyboard-response";"";""
"1893";13;"condition1";"S";"J";"";"";"";"0.0-6.0-3.186";"s";"4178";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";427860;"";759;"html-keyboard-response";"";""
"1894";13;"condition1";"";"";"";"";"";"0.0-6.0-0.187";"";"";"0";"";"img2/Mtools/3.jpg";"";428070;"";760;"image-keyboard-response";"";""
"1895";13;"condition1";"";"";"";"";"";"0.0-6.0-1.187";"";"";"1";"";"+";"";428385;"";761;"html-keyboard-response";"";""
"1896";13;"condition1";"";"";"";"";"";"0.0-6.0-2.187";"";"";"2";"";"img2/Mtools/9.jpg";"";428602;"";762;"image-keyboard-response";"";""
"1897";13;"condition1";"D";"O";"";"";"";"0.0-6.0-3.187";"d";"1473";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";430075;"";763;"html-keyboard-response";"";""
"1898";13;"condition1";"";"";"";"";"";"0.0-6.0-0.188";"";"";"0";"";"img2/jap/13.jpg";"";430280;"";764;"image-keyboard-response";"";""
"1899";13;"condition1";"";"";"";"";"";"0.0-6.0-1.188";"";"";"1";"";"+";"";430586;"";765;"html-keyboard-response";"";""
"1900";13;"condition1";"";"";"";"";"";"0.0-6.0-2.188";"";"";"2";"";"img2/jap/13.jpg";"";430788;"";766;"image-keyboard-response";"";""
"1901";13;"condition1";"S";"J";"";"";"";"0.0-6.0-3.188";"s";"495";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";431284;"";767;"html-keyboard-response";"";""
"1902";13;"condition1";"";"";"";"";"";"0.0-6.0-0.189";"";"";"0";"";"img2/jap/4.jpg";"";431505;"";768;"image-keyboard-response";"";""
"1903";13;"condition1";"";"";"";"";"";"0.0-6.0-1.189";"";"";"1";"";"+";"";431817;"";769;"html-keyboard-response";"";""
"1904";13;"condition1";"";"";"";"";"";"0.0-6.0-2.189";"";"";"2";"";"img2/jap/5.jpg";"";432021;"";770;"image-keyboard-response";"";""
"1905";13;"condition1";"D";"J";"";"";"";"0.0-6.0-3.189";"d";"559";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";432581;"";771;"html-keyboard-response";"";""
"1906";13;"condition1";"";"";"";"";"";"0.0-6.0-0.190";"";"";"0";"";"img2/Mtools/2.jpg";"";432804;"";772;"image-keyboard-response";"";""
"1907";13;"condition1";"";"";"";"";"";"0.0-6.0-1.190";"";"";"1";"";"+";"";433117;"";773;"html-keyboard-response";"";""
"1908";13;"condition1";"";"";"";"";"";"0.0-6.0-2.190";"";"";"2";"";"img2/Mtools/12.jpg";"";433338;"";774;"image-keyboard-response";"";""
"1909";13;"condition1";"D";"O";"";"";"";"0.0-6.0-3.190";"d";"817";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";434156;"";775;"html-keyboard-response";"";""
"1910";13;"condition1";"";"";"";"";"";"0.0-6.0-0.191";"";"";"0";"";"img2/Mfalse/1.jpg";"";434364;"";776;"image-keyboard-response";"";""
"1911";13;"condition1";"";"";"";"";"";"0.0-6.0-1.191";"";"";"1";"";"+";"";434678;"";777;"html-keyboard-response";"";""
"1912";13;"condition1";"";"";"";"";"";"0.0-6.0-2.191";"";"";"2";"";"img2/Mfalse/2.jpg";"";434897;"";778;"image-keyboard-response";"";""
"1913";13;"condition1";"D";"M";"";"";"";"0.0-6.0-3.191";"d";"1042";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";435939;"";779;"html-keyboard-response";"";""
"1914";13;"condition1";"";"";"";"";"";"0.0-6.0-0.192";"";"";"0";"";"img2/Mtools/13.jpg";"";436160;"";780;"image-keyboard-response";"";""
"1915";13;"condition1";"";"";"";"";"";"0.0-6.0-1.192";"";"";"1";"";"+";"";436474;"";781;"html-keyboard-response";"";""
"1916";13;"condition1";"";"";"";"";"";"0.0-6.0-2.192";"";"";"2";"";"img2/Mtools/7.jpg";"";436681;"";782;"image-keyboard-response";"";""
"1917";13;"condition1";"D";"O";"";"";"";"0.0-6.0-3.192";"d";"755";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";437436;"";783;"html-keyboard-response";"";""
"1918";13;"condition1";"";"";"";"";"";"0.0-6.0-0.193";"";"";"0";"";"img2/faces/9.jpg";"";437644;"";784;"image-keyboard-response";"";""
"1919";13;"condition1";"";"";"";"";"";"0.0-6.0-1.193";"";"";"1";"";"+";"";437956;"";785;"html-keyboard-response";"";""
"1920";13;"condition1";"";"";"";"";"";"0.0-6.0-2.193";"";"";"2";"";"img2/faces/2.jpg";"";438174;"";786;"image-keyboard-response";"";""
"1921";13;"condition1";"D";"H";"";"";"";"0.0-6.0-3.193";"d";"733";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";438908;"";787;"html-keyboard-response";"";""
"1922";13;"condition1";"";"";"";"";"";"0.0-6.0-0.194";"";"";"0";"";"img2/faces/7.jpg";"";439127;"";788;"image-keyboard-response";"";""
"1923";13;"condition1";"";"";"";"";"";"0.0-6.0-1.194";"";"";"1";"";"+";"";439440;"";789;"html-keyboard-response";"";""
"1924";13;"condition1";"";"";"";"";"";"0.0-6.0-2.194";"";"";"2";"";"img2/faces/7.jpg";"";439660;"";790;"image-keyboard-response";"";""
"1925";13;"condition1";"S";"H";"";"";"";"0.0-6.0-3.194";"s";"487";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";440148;"";791;"html-keyboard-response";"";""
"1926";13;"condition1";"";"";"";"";"";"0.0-6.0-0.195";"";"";"0";"";"img2/tools/9.jpg";"";440364;"";792;"image-keyboard-response";"";""
"1927";13;"condition1";"";"";"";"";"";"0.0-6.0-1.195";"";"";"1";"";"+";"";440677;"";793;"html-keyboard-response";"";""
"1928";13;"condition1";"";"";"";"";"";"0.0-6.0-2.195";"";"";"2";"";"img2/tools/2.jpg";"";440897;"";794;"image-keyboard-response";"";""
"1929";13;"condition1";"D";"O";"";"";"";"0.0-6.0-3.195";"d";"778";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";441676;"";795;"html-keyboard-response";"";""
"1930";13;"condition1";"";"";"";"";"";"0.0-6.0-0.196";"";"";"0";"";"img2/Mtools/6.jpg";"";441894;"";796;"image-keyboard-response";"";""
"1931";13;"condition1";"";"";"";"";"";"0.0-6.0-1.196";"";"";"1";"";"+";"";442203;"";797;"html-keyboard-response";"";""
"1932";13;"condition1";"";"";"";"";"";"0.0-6.0-2.196";"";"";"2";"";"img2/Mtools/8.jpg";"";442421;"";798;"image-keyboard-response";"";""
"1933";13;"condition1";"D";"O";"";"";"";"0.0-6.0-3.196";"d";"1182";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";443604;"";799;"html-keyboard-response";"";""
"1934";13;"condition1";"";"";"";"";"";"0.0-6.0-0.197";"";"";"0";"";"img2/faces/9.jpg";"";443816;"";800;"image-keyboard-response";"";""
"1935";13;"condition1";"";"";"";"";"";"0.0-6.0-1.197";"";"";"1";"";"+";"";444129;"";801;"html-keyboard-response";"";""
"1936";13;"condition1";"";"";"";"";"";"0.0-6.0-2.197";"";"";"2";"";"img2/Mfaces/9.jpg";"";444334;"";802;"image-keyboard-response";"";""
"1937";13;"condition1";"S";"H";"";"";"";"0.0-6.0-3.197";"s";"501";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";444836;"";803;"html-keyboard-response";"";""
"1938";13;"condition1";"";"";"";"";"";"0.0-6.0-0.198";"";"";"0";"";"img2/jap/6.jpg";"";445055;"";804;"image-keyboard-response";"";""
"1939";13;"condition1";"";"";"";"";"";"0.0-6.0-1.198";"";"";"1";"";"+";"";445367;"";805;"html-keyboard-response";"";""
"1940";13;"condition1";"";"";"";"";"";"0.0-6.0-2.198";"";"";"2";"";"img2/jap/6.jpg";"";445587;"";806;"image-keyboard-response";"";""
"1941";13;"condition1";"S";"J";"";"";"";"0.0-6.0-3.198";"s";"994";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";446581;"";807;"html-keyboard-response";"";""
"1942";13;"condition1";"";"";"";"";"";"0.0-6.0-0.199";"";"";"0";"";"img2/Mfaces/6.jpg";"";446799;"";808;"image-keyboard-response";"";""
"1943";13;"condition1";"";"";"";"";"";"0.0-6.0-1.199";"";"";"1";"";"+";"";447109;"";809;"html-keyboard-response";"";""
"1944";13;"condition1";"";"";"";"";"";"0.0-6.0-2.199";"";"";"2";"";"img2/Mfaces/8.jpg";"";447330;"";810;"image-keyboard-response";"";""
"1945";13;"condition1";"D";"H";"";"";"";"0.0-6.0-3.199";"d";"736";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";448068;"";811;"html-keyboard-response";"";""
"1946";13;"condition1";"";"";"";"";"";"0.0-6.0-0.200";"";"";"0";"";"img2/french/5.jpg";"";448283;"";812;"image-keyboard-response";"";""
"1947";13;"condition1";"";"";"";"";"";"0.0-6.0-1.200";"";"";"1";"";"+";"";448589;"";813;"html-keyboard-response";"";""
"1948";13;"condition1";"";"";"";"";"";"0.0-6.0-2.200";"";"";"2";"";"img2/french/13.jpg";"";448809;"";814;"image-keyboard-response";"";""
"1949";13;"condition1";"D";"R";"";"";"";"0.0-6.0-3.200";"d";"1795";"3";"T";"Press S if the two images were the same, Press D if the two images were different.";"";450604;"";815;"html-keyboard-response";"";""
"1950";13;"condition1";"";"";"";"";"";"0.0-6.0-0.201";"";"";"0";"";"img2/faces/13.jpg";"";450820;"";816;"image-keyboard-response";"";""
"1951";13;"condition1";"";"";"";"";"";"0.0-6.0-1.201";"";"";"1";"";"+";"";451133;"";817;"html-keyboard-response";"";""
"1952";13;"condition1";"";"";"";"";"";"0.0-6.0-2.201";"";"";"2";"";"img2/Mfaces/13.jpg";"";451348;"";818;"image-keyboard-response";"";""
"1953";13;"condition1";"S";"H";"";"";"";"0.0-6.0-3.201";"s";"504";"3";"M";"Press S if the two images were the same, Press D if the two images were different.";"";451852;"";819;"html-keyboard-response";"";""
"1954";13;"condition1";"";"";"";"";"";"0.0-6.0-0.202";"";"";"0";"";"img2/french/1.jpg";"";452070;"";820;"image-keyboard-response";"";""
"1955";13;"condition1";"";"";"";"";"";"0.0-6.0-1.202";"";"";"1";"";"+";"";452382;"";821;"html-keyboard-response";"";""
