workerid,proliferate.condition,0,1,failed_audio,failed_images,failed_video,internal_node_id,response,rt,stimulus,success,time_elapsed,timeout,trial_index,trial_type,view_history,error
12,condition1,,,,,,0.0-6.0-1.136,,,+,,215544,,557,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.136,,,img2/french/5.jpg,,215762,,558,image-keyboard-response,,
12,condition1,S,R,,,,0.0-6.0-3.136,s,270,"Press S if the two images were the same, Press D if the two images were different.",,216032,,559,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.137,,,img2/false/9.jpg,,216243,,560,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.137,,,+,,216554,,561,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.137,,,img2/Mfalse/9.jpg,,216772,,562,image-keyboard-response,,
12,condition1,S,M,,,,0.0-6.0-3.137,d,211,"Press S if the two images were the same, Press D if the two images were different.",,216983,,563,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.138,,,img2/jap/3.jpg,,217195,,564,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.138,,,+,,217506,,565,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.138,,,img2/jap/3.jpg,,217708,,566,image-keyboard-response,,
12,condition1,S,J,,,,0.0-6.0-3.138,s,451,"Press S if the two images were the same, Press D if the two images were different.",,218159,,567,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.139,,,img2/false/12.jpg,,218378,,568,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.139,,,+,,218692,,569,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.139,,,img2/false/12.jpg,,218909,,570,image-keyboard-response,,
12,condition1,S,M,,,,0.0-6.0-3.139,s,346,"Press S if the two images were the same, Press D if the two images were different.",,219255,,571,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.140,,,img2/french/9.jpg,,219473,,572,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.140,,,+,,219785,,573,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.140,,,img2/Mfrench/9.jpg,,219987,,574,image-keyboard-response,,
12,condition1,S,R,,,,0.0-6.0-3.140,d,228,"Press S if the two images were the same, Press D if the two images were different.",,220215,,575,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.141,,,img2/french/4.jpg,,220423,,576,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.141,,,+,,220736,,577,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.141,,,img2/french/4.jpg,,220954,,578,image-keyboard-response,,
12,condition1,S,R,,,,0.0-6.0-3.141,s,502,"Press S if the two images were the same, Press D if the two images were different.",,221455,,579,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.142,,,img2/faces/14.jpg,,221668,,580,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.142,,,+,,221981,,581,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.142,,,img2/faces/14.jpg,,222200,,582,image-keyboard-response,,
12,condition1,S,H,,,,0.0-6.0-3.142,s,392,"Press S if the two images were the same, Press D if the two images were different.",,222591,,583,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.143,,,img2/jap/6.jpg,,222811,,584,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.143,,,+,,223123,,585,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.143,,,img2/Mjap/6.jpg,,223339,,586,image-keyboard-response,,
12,condition1,S,J,,,,0.0-6.0-3.143,d,196,"Press S if the two images were the same, Press D if the two images were different.",,223535,,587,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.144,,,img2/french/10.jpg,,223746,,588,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.144,,,+,,224060,,589,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.144,,,img2/Mfrench/10.jpg,,224276,,590,image-keyboard-response,,
12,condition1,S,R,,,,0.0-6.0-3.144,d,1068,"Press S if the two images were the same, Press D if the two images were different.",,225344,,591,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.145,,,img2/french/4.jpg,,225556,,592,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.145,,,+,,225866,,593,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.145,,,img2/french/12.jpg,,226082,,594,image-keyboard-response,,
12,condition1,D,R,,,,0.0-6.0-3.145,d,373,"Press S if the two images were the same, Press D if the two images were different.",,226455,,595,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.146,,,img2/jap/14.jpg,,226674,,596,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.146,,,+,,226984,,597,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.146,,,img2/jap/12.jpg,,227204,,598,image-keyboard-response,,
12,condition1,D,J,,,,0.0-6.0-3.146,d,395,"Press S if the two images were the same, Press D if the two images were different.",,227599,,599,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.147,,,img2/false/4.jpg,,227812,,600,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.147,,,+,,228121,,601,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.147,,,img2/Mfalse/4.jpg,,228325,,602,image-keyboard-response,,
12,condition1,S,M,,,,0.0-6.0-3.147,d,506,"Press S if the two images were the same, Press D if the two images were different.",,228832,,603,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.148,,,img2/false/10.jpg,,229043,,604,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.148,,,+,,229354,,605,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.148,,,img2/Mfalse/10.jpg,,229574,,606,image-keyboard-response,,
12,condition1,S,M,,,,0.0-6.0-3.148,d,553,"Press S if the two images were the same, Press D if the two images were different.",,230127,,607,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.149,,,img2/jap/2.jpg,,230339,,608,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.149,,,+,,230650,,609,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.149,,,img2/jap/2.jpg,,230853,,610,image-keyboard-response,,
12,condition1,S,J,,,,0.0-6.0-3.149,s,242,"Press S if the two images were the same, Press D if the two images were different.",,231096,,611,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.150,,,img2/Mtools/3.jpg,,231307,,612,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.150,,,+,,231621,,613,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.150,,,img2/Mtools/4.jpg,,231838,,614,image-keyboard-response,,
12,condition1,D,O,,,,0.0-6.0-3.150,d,193,"Press S if the two images were the same, Press D if the two images were different.",,232031,,615,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.151,,,img2/tools/13.jpg,,232246,,616,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.151,,,+,,232559,,617,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.151,,,img2/tools/13.jpg,,232779,,618,image-keyboard-response,,
12,condition1,S,O,,,,0.0-6.0-3.151,s,300,"Press S if the two images were the same, Press D if the two images were different.",,233079,,619,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.152,,,img2/tools/7.jpg,,233293,,620,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.152,,,+,,233604,,621,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.152,,,img2/tools/7.jpg,,233823,,622,image-keyboard-response,,
12,condition1,S,O,,,,0.0-6.0-3.152,s,448,"Press S if the two images were the same, Press D if the two images were different.",,234271,,623,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.153,,,img2/false/7.jpg,,234478,,624,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.153,,,+,,234791,,625,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.153,,,img2/false/7.jpg,,234996,,626,image-keyboard-response,,
12,condition1,S,M,,,,0.0-6.0-3.153,s,300,"Press S if the two images were the same, Press D if the two images were different.",,235296,,627,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.154,,,img2/french/6.jpg,,235513,,628,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.154,,,+,,235825,,629,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.154,,,img2/french/6.jpg,,236041,,630,image-keyboard-response,,
12,condition1,S,R,,,,0.0-6.0-3.154,s,231,"Press S if the two images were the same, Press D if the two images were different.",,236272,,631,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.155,,,img2/Mfrench/3.jpg,,236479,,632,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.155,,,+,,236789,,633,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.155,,,img2/Mfrench/4.jpg,,237007,,634,image-keyboard-response,,
12,condition1,D,R,,,,0.0-6.0-3.155,d,376,"Press S if the two images were the same, Press D if the two images were different.",,237383,,635,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.156,,,img2/Mfaces/4.jpg,,237598,,636,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.156,,,+,,237909,,637,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.156,,,img2/Mfaces/12.jpg,,238128,,638,image-keyboard-response,,
12,condition1,D,H,,,,0.0-6.0-3.156,d,535,"Press S if the two images were the same, Press D if the two images were different.",,238663,,639,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.157,,,img2/tools/5.jpg,,238876,,640,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.157,,,+,,239187,,641,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.157,,,img2/tools/6.jpg,,239405,,642,image-keyboard-response,,
12,condition1,D,O,,,,0.0-6.0-3.157,d,498,"Press S if the two images were the same, Press D if the two images were different.",,239903,,643,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.158,,,img2/french/1.jpg,,240122,,644,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.158,,,+,,240432,,645,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.158,,,img2/Mfrench/1.jpg,,240649,,646,image-keyboard-response,,
12,condition1,S,R,,,,0.0-6.0-3.158,d,382,"Press S if the two images were the same, Press D if the two images were different.",,241031,,647,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.159,,,img2/false/3.jpg,,241238,,648,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.159,,,+,,241551,,649,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.159,,,img2/Mfalse/3.jpg,,241770,,650,image-keyboard-response,,
12,condition1,S,M,,,,0.0-6.0-3.159,d,389,"Press S if the two images were the same, Press D if the two images were different.",,242160,,651,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.160,,,img2/Mtools/4.jpg,,242375,,652,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.160,,,+,,242687,,653,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.160,,,img2/Mtools/12.jpg,,242903,,654,image-keyboard-response,,
12,condition1,D,O,,,,0.0-6.0-3.160,d,489,"Press S if the two images were the same, Press D if the two images were different.",,243392,,655,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.161,,,img2/Mfrench/7.jpg,,243599,,656,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.161,,,+,,243910,,657,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.161,,,img2/Mfrench/10.jpg,,244126,,658,image-keyboard-response,,
12,condition1,D,R,,,,0.0-6.0-3.161,d,369,"Press S if the two images were the same, Press D if the two images were different.",,244495,,659,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.162,,,img2/Mfalse/13.jpg,,244703,,660,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.162,,,+,,245014,,661,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.162,,,img2/Mfalse/1.jpg,,245232,,662,image-keyboard-response,,
12,condition1,D,M,,,,0.0-6.0-3.162,d,391,"Press S if the two images were the same, Press D if the two images were different.",,245623,,663,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.163,,,img2/jap/6.jpg,,245840,,664,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.163,,,+,,246149,,665,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.163,,,img2/jap/6.jpg,,246364,,666,image-keyboard-response,,
12,condition1,S,J,,,,0.0-6.0-3.163,d,500,"Press S if the two images were the same, Press D if the two images were different.",,246864,,667,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.164,,,img2/false/12.jpg,,247078,,668,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.164,,,+,,247390,,669,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.164,,,img2/false/9.jpg,,247605,,670,image-keyboard-response,,
12,condition1,D,M,,,,0.0-6.0-3.164,d,396,"Press S if the two images were the same, Press D if the two images were different.",,248002,,671,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.165,,,img2/faces/12.jpg,,248211,,672,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.165,,,+,,248523,,673,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.165,,,img2/faces/12.jpg,,248739,,674,image-keyboard-response,,
12,condition1,S,H,,,,0.0-6.0-3.165,s,452,"Press S if the two images were the same, Press D if the two images were different.",,249192,,675,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.166,,,img2/Mfaces/12.jpg,,249409,,676,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.166,,,+,,249720,,677,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.166,,,img2/Mfaces/9.jpg,,249923,,678,image-keyboard-response,,
12,condition1,D,H,,,,0.0-6.0-3.166,d,211,"Press S if the two images were the same, Press D if the two images were different.",,250135,,679,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.167,,,img2/Mfrench/13.jpg,,250359,,680,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.167,,,+,,250670,,681,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.167,,,img2/Mfrench/1.jpg,,250887,,682,image-keyboard-response,,
12,condition1,D,R,,,,0.0-6.0-3.167,d,391,"Press S if the two images were the same, Press D if the two images were different.",,251279,,683,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.168,,,img2/false/10.jpg,,251496,,684,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.168,,,+,,251806,,685,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.168,,,img2/false/14.jpg,,252026,,686,image-keyboard-response,,
12,condition1,D,M,,,,0.0-6.0-3.168,d,253,"Press S if the two images were the same, Press D if the two images were different.",,252279,,687,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.169,,,img2/jap/12.jpg,,252492,,688,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.169,,,+,,252803,,689,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.169,,,img2/jap/12.jpg,,253022,,690,image-keyboard-response,,
12,condition1,S,J,,,,0.0-6.0-3.169,s,409,"Press S if the two images were the same, Press D if the two images were different.",,253432,,691,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.170,,,img2/Mtools/12.jpg,,253643,,692,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.170,,,+,,253956,,693,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.170,,,img2/Mtools/9.jpg,,254174,,694,image-keyboard-response,,
12,condition1,D,O,,,,0.0-6.0-3.170,d,177,"Press S if the two images were the same, Press D if the two images were different.",,254351,,695,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.171,,,img2/tools/12.jpg,,254565,,696,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.171,,,+,,254877,,697,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.171,,,img2/tools/12.jpg,,255097,,698,image-keyboard-response,,
12,condition1,S,O,,,,0.0-6.0-3.171,s,302,"Press S if the two images were the same, Press D if the two images were different.",,255399,,699,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.172,,,img2/french/10.jpg,,255613,,700,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.172,,,+,,255926,,701,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.172,,,img2/french/14.jpg,,256144,,702,image-keyboard-response,,
12,condition1,D,R,,,,0.0-6.0-3.172,d,319,"Press S if the two images were the same, Press D if the two images were different.",,256463,,703,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.173,,,img2/false/8.jpg,,256676,,704,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.173,,,+,,256985,,705,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.173,,,img2/false/8.jpg,,257203,,706,image-keyboard-response,,
12,condition1,S,M,,,,0.0-6.0-3.173,s,324,"Press S if the two images were the same, Press D if the two images were different.",,257528,,707,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.174,,,img2/jap/10.jpg,,257734,,708,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.174,,,+,,258044,,709,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.174,,,img2/Mjap/10.jpg,,258262,,710,image-keyboard-response,,
12,condition1,S,J,,,,0.0-6.0-3.174,d,337,"Press S if the two images were the same, Press D if the two images were different.",,258600,,711,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.175,,,img2/faces/1.jpg,,258808,,712,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.175,,,+,,259119,,713,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.175,,,img2/faces/1.jpg,,259338,,714,image-keyboard-response,,
12,condition1,S,H,,,,0.0-6.0-3.175,s,285,"Press S if the two images were the same, Press D if the two images were different.",,259623,,715,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.176,,,img2/faces/8.jpg,,259838,,716,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.176,,,+,,260148,,717,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.176,,,img2/Mfaces/8.jpg,,260366,,718,image-keyboard-response,,
12,condition1,S,H,,,,0.0-6.0-3.176,d,297,"Press S if the two images were the same, Press D if the two images were different.",,260663,,719,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.177,,,img2/Mjap/6.jpg,,260882,,720,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.177,,,+,,261194,,721,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.177,,,img2/Mjap/5.jpg,,261413,,722,image-keyboard-response,,
12,condition1,D,J,,,,0.0-6.0-3.177,d,579,"Press S if the two images were the same, Press D if the two images were different.",,261992,,723,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.178,,,img2/french/2.jpg,,262207,,724,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.178,,,+,,262518,,725,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.178,,,img2/Mfrench/2.jpg,,262735,,726,image-keyboard-response,,
12,condition1,S,R,,,,0.0-6.0-3.178,d,368,"Press S if the two images were the same, Press D if the two images were different.",,263103,,727,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.179,,,img2/tools/9.jpg,,263311,,728,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.179,,,+,,263622,,729,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.179,,,img2/Mtools/9.jpg,,263840,,730,image-keyboard-response,,
12,condition1,S,O,,,,0.0-6.0-3.179,d,383,"Press S if the two images were the same, Press D if the two images were different.",,264223,,731,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.180,,,img2/french/5.jpg,,264432,,732,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.180,,,+,,264743,,733,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.180,,,img2/french/6.jpg,,264961,,734,image-keyboard-response,,
12,condition1,D,R,,,,0.0-6.0-3.180,d,358,"Press S if the two images were the same, Press D if the two images were different.",,265320,,735,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.181,,,img2/tools/14.jpg,,265537,,736,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.181,,,+,,265849,,737,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.181,,,img2/Mtools/14.jpg,,266053,,738,image-keyboard-response,,
12,condition1,S,O,,,,0.0-6.0-3.181,d,419,"Press S if the two images were the same, Press D if the two images were different.",,266471,,739,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.182,,,img2/french/12.jpg,,266676,,740,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.182,,,+,,266988,,741,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.182,,,img2/french/9.jpg,,267205,,742,image-keyboard-response,,
12,condition1,D,R,,,,0.0-6.0-3.182,d,403,"Press S if the two images were the same, Press D if the two images were different.",,267608,,743,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.183,,,img2/faces/13.jpg,,267827,,744,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.183,,,+,,268136,,745,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.183,,,img2/faces/13.jpg,,268354,,746,image-keyboard-response,,
12,condition1,S,H,,,,0.0-6.0-3.183,s,293,"Press S if the two images were the same, Press D if the two images were different.",,268647,,747,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.184,,,img2/false/11.jpg,,268867,,748,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.184,,,+,,269183,,749,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.184,,,img2/false/3.jpg,,269400,,750,image-keyboard-response,,
12,condition1,D,M,,,,0.0-6.0-3.184,d,232,"Press S if the two images were the same, Press D if the two images were different.",,269632,,751,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.185,,,img2/tools/10.jpg,,269850,,752,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.185,,,+,,270161,,753,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.185,,,img2/Mtools/10.jpg,,270378,,754,image-keyboard-response,,
12,condition1,S,O,,,,0.0-6.0-3.185,s,285,"Press S if the two images were the same, Press D if the two images were different.",,270663,,755,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.186,,,img2/jap/2.jpg,,270877,,756,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.186,,,+,,271188,,757,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.186,,,img2/jap/11.jpg,,271406,,758,image-keyboard-response,,
12,condition1,D,J,,,,0.0-6.0-3.186,d,337,"Press S if the two images were the same, Press D if the two images were different.",,271743,,759,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.187,,,img2/faces/11.jpg,,271951,,760,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.187,,,+,,272261,,761,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.187,,,img2/Mfaces/11.jpg,,272479,,762,image-keyboard-response,,
12,condition1,S,H,,,,0.0-6.0-3.187,s,1273,"Press S if the two images were the same, Press D if the two images were different.",,273751,,763,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.188,,,img2/faces/10.jpg,,273962,,764,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.188,,,+,,274277,,765,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.188,,,img2/faces/10.jpg,,274493,,766,image-keyboard-response,,
12,condition1,S,H,,,,0.0-6.0-3.188,s,346,"Press S if the two images were the same, Press D if the two images were different.",,274839,,767,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.189,,,img2/jap/6.jpg,,275059,,768,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.189,,,+,,275370,,769,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.189,,,img2/jap/5.jpg,,275571,,770,image-keyboard-response,,
12,condition1,D,J,,,,0.0-6.0-3.189,d,412,"Press S if the two images were the same, Press D if the two images were different.",,275984,,771,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.190,,,img2/tools/4.jpg,,276194,,772,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.190,,,+,,276505,,773,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.190,,,img2/tools/4.jpg,,276726,,774,image-keyboard-response,,
12,condition1,S,O,,,,0.0-6.0-3.190,s,425,"Press S if the two images were the same, Press D if the two images were different.",,277151,,775,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.191,,,img2/Mfalse/3.jpg,,277361,,776,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.191,,,+,,277672,,777,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.191,,,img2/Mfalse/4.jpg,,277890,,778,image-keyboard-response,,
12,condition1,D,M,,,,0.0-6.0-3.191,d,574,"Press S if the two images were the same, Press D if the two images were different.",,278464,,779,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.192,,,img2/faces/7.jpg,,278682,,780,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.192,,,+,,278991,,781,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.192,,,img2/faces/10.jpg,,279207,,782,image-keyboard-response,,
12,condition1,D,H,,,,0.0-6.0-3.192,d,592,"Press S if the two images were the same, Press D if the two images were different.",,279799,,783,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.193,,,img2/jap/13.jpg,,280018,,784,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.193,,,+,,280330,,785,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.193,,,img2/jap/13.jpg,,280547,,786,image-keyboard-response,,
12,condition1,S,J,,,,0.0-6.0-3.193,s,340,"Press S if the two images were the same, Press D if the two images were different.",,280887,,787,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.194,,,img2/french/12.jpg,,281093,,788,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.194,,,+,,281404,,789,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.194,,,img2/french/12.jpg,,281623,,790,image-keyboard-response,,
12,condition1,S,R,,,,0.0-6.0-3.194,s,328,"Press S if the two images were the same, Press D if the two images were different.",,281951,,791,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.195,,,img2/Mfalse/10.jpg,,282169,,792,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.195,,,+,,282481,,793,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.195,,,img2/Mfalse/14.jpg,,282684,,794,image-keyboard-response,,
12,condition1,D,M,,,,0.0-6.0-3.195,d,291,"Press S if the two images were the same, Press D if the two images were different.",,282975,,795,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.196,,,img2/faces/10.jpg,,283181,,796,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.196,,,+,,283493,,797,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.196,,,img2/faces/14.jpg,,283710,,798,image-keyboard-response,,
12,condition1,D,H,,,,0.0-6.0-3.196,d,1209,"Press S if the two images were the same, Press D if the two images were different.",,284919,,799,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-0.197,,,img2/Mfaces/10.jpg,,285128,,800,image-keyboard-response,,
12,condition1,,,,,,0.0-6.0-1.197,,,+,,285440,,801,html-keyboard-response,,
12,condition1,,,,,,0.0-6.0-2.197,,,img2/Mfaces/14.jpg,,285659,,802,image-keyboard-response,,
